sort_name,source
"Conklin, Louie Marian,Â 1872-1909",Unspecified Ingested Source
"Tomlinson, Owen A., b. 1882",NACO Authority File
"Friedman, Henry",Unspecified Ingested Source
"Barley, H. C.Â  (Harrie C.), -1909",NACO Authority File [SYNC]
"Scott, Guy",Unspecified Ingested Source
Ludwig,Unspecified Ingested Source
"Garrick, James S.",Unspecified Ingested Source
"Murdock, Louis F.",Local Sources [SYNC]
"Eskenazi, Ruth Halpern",NACO Authority File
"Carlyon, Fred W.",Unspecified Ingested Source
"Hunt, P.S. (Phinney S.), 1866-1917",NACO Authority File
"Draper, Horace H.",Unspecified Ingested Source
"Osborn, Bartie E.",Local Sources [SYNC]
"Nottingham, Arthur",Unspecified Ingested Source
"Neill, Thomas W.",Local Sources
"Morrill, Frank Jr.",Unspecified Ingested Source
"Steinbrecher, Rosalie",Unspecified Ingested Source
"Traver, Merton",Unspecified Ingested Source
"Van Soelen, Anton C. (Anton Charles), 1891-",NACO Authority File
"Gill, Hiram C.",Unspecified Ingested Source
"Partridge, W. H. (William Henry), 1858-1939",NACO Authority File
"Maslan, Florence",Unspecified Ingested Source
"Havens, Mareta",Unspecified Ingested Source
"Corbitt, Marsh Morgan",Unspecified Ingested Source
"Cohen, Cookie",Local Sources
"Birulin, Solomon",Unspecified Ingested Source
"Plumb, Herbert L., 1889-",NACO Authority File
"Pillsbury, Arthur C.Â (Arthur Clarence)",Unspecified Ingested Source
"Niblack, Albert P., 1859-1929",NACO Authority File
"Haynes, F. JayÂ (Frank Jay),Â 1853-1921",Unspecified Ingested Source
"Brady, Ed",Unspecified Ingested Source
"Peiser, Theodore E.",NACO Authority File [SYNC]
"Adams, Edward C.",Unspecified Ingested Source
"Canaris, Frank H.,Â 1854-1937",NACO Authority File
"Merrick, Jessie B. (Jessie Bee)",Local Sources
"Stuart, B. Dudley (Bertram Dudley), 1885-1977",Unspecified Ingested Source
H. David Kaplan,Unspecified Ingested Source
"Morse, Samuel G. (Samuel Gay), 1859-1921",NACO Authority File [SYNC]
Curtis Studio,Unspecified Ingested Source
"La Roche, Frank, 1853-1934",NACO Authority File [SYNC]
"Thompson, John W.",Unspecified Ingested Source
"Oswald, Max R.",Unspecified Ingested Source
"Kilgren, Minnie, Â  1884-1975",Unspecified Ingested Source
"Jones, Lynds, 1865-",NACO Authority File
"Hahn, August",NACO Authority File
"Fletcher, Rillie",Unspecified Ingested Source
"Bernardi, Susan R.",Unspecified Ingested Source
"Sather, Evan, 1860-1962",Unspecified Ingested Source
"Parker, I. Curtiss",Unspecified Ingested Source
"Halferty, Guy Peter, Â 1882-1960",Unspecified Ingested Source
"Tousley, E. S. Â  (Elmer Hannah), Â  1901-1975",Unspecified Ingested Source
"Matthes, Franc?ois,Â 1874-1948",Unspecified Ingested Source
"Loveless, Arthur L., 1873-1971",Local Sources [SYNC]
"Haworth, Harold",Unspecified Ingested Source
"Morford, Carl E.",Unspecified Ingested Source
"Denny, Arthur W.",Local Sources [SYNC]
"Hester, Wilhelm, 1872-1947",NACO Authority File [SYNC]
"Kininnook, David",Unspecified Ingested Source
"Baker, Charles H. (Charles Hinckley), 1864-1924",NACO Authority File [SYNC]
"Schrader, Bert L.",Unspecified Ingested Source
"Miller, Pendleton",Unspecified Ingested Source
"Norris, Bernice W.",Local Sources [SYNC]
"Martin, William H. (Dad)",Unspecified Ingested Source
"Mensalvas, Chris D., -1977",NACO Authority File [SYNC]
"Greengard, Joseph",Unspecified Ingested Source
"Grage, Rene Irene",Unspecified Ingested Source
"Blatt, Evelyn Eastern",NACO Authority File
"Prosch, Thomas Wickham, Â  1850-1915",Unspecified Ingested Source
"Schutte, Nancy",Unspecified Ingested Source
"Galbraith, Victor",Unspecified Ingested Source
"White, Harry, 1877-1966",Unspecified Ingested Source
"Bolton, Frederick Elmer, 1866-",NACO Authority File [SYNC]
"Huntoon, Bert W., 1869-1947",Unspecified Ingested Source
"Ward, Dillis B.",Unspecified Ingested Source
"Nath, R. (Ram), 1933-",NACO Authority File
"Braas, George H.",NACO Authority File
"Timmons, Jerry",Local Sources
"Case, W. H. (William Howard), 1868-1920",NACO Authority File
"Meyer, E.L.",Unspecified Ingested Source
"Becker, Robert",Unspecified Ingested Source
"Pocock, George",Unspecified Ingested Source
"Vincent, Leon Stuart",Unspecified Ingested Source
"Cooke, Relta",Unspecified Ingested Source
"Hancy, Arthur",Unspecified Ingested Source
"Read, Lyman Cary",Local Sources
"Collier, B. C.",Local Sources [SYNC]
"de Groff, Edward",Unspecified Ingested Source
"Billings, Lloyd and Ethel",Unspecified Ingested Source
"Reiter, Suzanne Weisfeld",Unspecified Ingested Source
"Cox, Edward G.",Unspecified Ingested Source
"Thompson, Edwin C.",Unspecified Ingested Source
"Hills, Liston F.",Unspecified Ingested Source
"Wafenschmidt, Bob",Unspecified Ingested Source
"Menges, Gary L.",NACO Authority File [SYNC]
"Furry, Mabel",NACO Authority File [SYNC]
"Pierce, Frank Richardson, 1887-1966",Local Sources
"Sprincin, Helen Rogers Waldbaum",Unspecified Ingested Source
"Pelly, Thomas M. (Thomas Minor), 1902-1973",NACO Authority File
"Emmons, George Thornton",NACO Authority File
"De Vries, Mary Aid",Unspecified Ingested Source
"Takayoshi, Henry Sukezo",Unspecified Ingested Source
"Rogers, Joyce Lighter",Unspecified Ingested Source
"Steinberg, Burton",Local Sources [SYNC]
"Leigh, Edward O.",Unspecified Ingested Source
"Buschmann, Eigil, 1886-1963",Local Sources
"Asberry, Nettie J.,Â 1865-1968",Unspecified Ingested Source
"Owen, Phyllis M.",Local Sources
"Crawford, S.L.",Unspecified Ingested Source
"Meldrum, S.E.",Unspecified Ingested Source
"Ruegnitz, W. C.",Unspecified Ingested Source
"Thomson, Reginald Heber, 1856-1949",NACO Authority File [SYNC]
"Elliot, Thompson Baker",Unspecified Ingested Source
"Hyman, David",Unspecified Ingested Source
"Kinsey, Darius, 1869-1945",NACO Authority File [SYNC]
"Arai, Tatsuya, 1864-1922",Local Sources [SYNC]
"Leach, Rick W.",Unspecified Ingested Source
"Macbride, Thomas H. (Thomas Huston), 1848-1934",NACO Authority File [SYNC]
"Dechmann, Louis",Unspecified Ingested Source
"Edmundson, Hec",Unspecified Ingested Source
"Friedman, Susie M.Â (Susie Michael)",Unspecified Ingested Source
"Bender, Clara Eichenwald",NACO Authority File
"Usdane, Bernice",Unspecified Ingested Source
"Goetzman, H.J.",Unspecified Ingested Source
"Scott, Tyree, 1940-2003",Unspecified Ingested Source
"Larson, Edith Feero",Unspecified Ingested Source
"Terry, Roland",NACO Authority File [SYNC]
"Payne, Blanche,Â 1897-1972",Unspecified Ingested Source
"Juenemann, Kathy",Unspecified Ingested Source
"Smith, David",Unspecified Ingested Source
"Kaplan, Jacob, 1886-1974",NACO Authority File [SYNC]
"Fukuda, Frank Tokichi, 1889-1941",Local Sources [SYNC]
"Brady, Ferdinand",NACO Authority File
"Wiburg, Martha",Unspecified Ingested Source
"McMurry, J. M. (James Miller)",Local Sources [SYNC]
"Hammerschmidt, Wilhelm",Unspecified Ingested Source
"Albee, Wayne",NACO Authority File [SYNC]
"Churchill, Winston,Â 1874-1965",NACO Authority File
"Barker, George H.",Unspecified Ingested Source
"Johnson, Duane",Unspecified Ingested Source
"Miller, Pleasant A.",NACO Authority File
"Schurman, Clark E., 1882-1955",Unspecified Ingested Source
"Bray, Ina Bertulyte",Unspecified Ingested Source
"Van de Water, R. R. (Richard R.)",Local Sources
"Van Arsdale, Albert H., 1910-1986",Local Sources
"Eckert, Robert A.",Unspecified Ingested Source
"Osborn, Edward T.",Unspecified Ingested Source
"Denny, Viretta Chambers, 1862-",NACO Authority File [SYNC]
"Nelsen, Ibsen A.Â (Ibsen Andreas),Â 1919-",Unspecified Ingested Source
"Kolb, Keith R.",Unspecified Ingested Source
"Benedict, P. W. (Porter William), 1877-1943",Local Sources [SYNC]
"Spragens, John, 1944-",Local Sources
"Sherman, Albert A.",Unspecified Ingested Source
"Thrush, Loren E.",Local Sources
"Starr, Frederick, 1858-1933",Unspecified Ingested Source
"Couch, Alden B.",Local Sources [SYNC]
"Raymond-Turner, James A.",Unspecified Ingested Source
"Meyer, David J.",Local Sources
"Hamlin, Sylvia",Unspecified Ingested Source
"Joshi, Irene M.",Unspecified Ingested Source
"Scaylea, Josef",NACO Authority File
"Barton, James B. (James Bert), 1881-1967",Local Sources [SYNC]
"Simonson, Alfred F.",Unspecified Ingested Source
"Bartholick, G. R. (George R.)",Unspecified Ingested Source
"Kernberger, Karl",NACO Authority File [SYNC]
"Herrick, H. B. (Henry Burt), 1877-1960",Local Sources [SYNC]
"White, George G., 1853-1930",Local Sources
"Hessey, Charles D.",Local Sources
"Spring, Bob, 1918-",NACO Authority File
"Eggert, Charles",Local Sources
"Hernandez, G.",NACO Authority File
"Wright, Robin Kathleen",NACO Authority File
"Bain, William J. (William James), 1896-1985",NACO Authority File
"Wyman, Jasper N.",Local Sources
"Clifford, Howard",NACO Authority File
"Peabody, Henry G. (Henry Greenwood), 1855-1951",NACO Authority File [SYNC]
"Wallen, Don",Local Sources
"Stillwell, Ada",Local Sources
"Thompson, William A. (William Alfred), 1875-1952",Local Sources
"Dofsen, Edwin E., 1902-1976",Local Sources [SYNC]
"Brown, Kenneth S., (Photographer)",Local Sources [SYNC]
"Steen, John Henry",Local Sources
"Levitin, Sholom Ber",Unspecified Ingested Source
"Eden, Chris",Local Sources
Emily Hughes Dominick (Special Collections Staff),Local Sources
Anne Jenner (Special Collections Staff),Local Sources
Eileen Price,Local Sources
photouser,Local Sources
spcproxy,Local Sources
"Cohen, William M.",Unspecified Ingested Source
"Maruyama, Lenore S., 1940-",NACO Authority File
"Clough, G. Wayne",NACO Authority File
"Wilkening, Laurel L.",NACO Authority File
"Oppenheimer, Gerald J.",NACO Authority File
"Stusser, Isabel",Unspecified Ingested Source
"Van Citters, Robert L.",Unspecified Ingested Source
"Kizer, Carolyn",NACO Authority File
"Rooney, Alice",NACO Authority File
"Bornstein, Julia",NACO Authority File
"Rucker, B. Wallace",NACO Authority File
"Bergman, Stina",Unspecified Ingested Source
"Hillestrom, Gustaf",NACO Authority File
"Long, Dwight",Unspecified Ingested Source
"Miller, James Hull",NACO Authority File
"Payne, Ben Iden, 1881-1976",Unspecified Ingested Source
"Schnitzler, Heinrich",NACO Authority File
"Wilfred, Thomas, 1889-1968",NACO Authority File
"Pinchot, Gifford, 1865-1946",NACO Authority File
"Pepper, Annie Grassie, 1834-",Unspecified Ingested Source
"Pepper, George D. B. (George Dana Boardman), 1833-1913",NACO Authority File
"Burke, Edward, 1930-",NACO Authority File [SYNC]
"Gould, Carl F., 1916-1992",NACO Authority File
"Horan, Walter Franklin, 1898-",NACO Authority File
"Jones, Victor N. (Victor Noble), 1900-",NACO Authority File
"Osterman, Hugo, 1906-",NACO Authority File
"Waldron, Lawrence G. (Lawrence Galen), 1911-",NACO Authority File
"Joelsohn, David",Local Sources
"Joelsohn, Rebecca",Local Sources
"Daniels, Ted",Unspecified Ingested Source
Hillel,Unspecified Ingested Source
"Robinson, Lenny",Unspecified Ingested Source
"Rosen, Herb",Unspecified Ingested Source
"Streit, Clarence K. (Clarence Kirshman), 1896-1986",NACO Authority File
"Clise, Anna",Unspecified Ingested Source
"Genss, Hirsch",Unspecified Ingested Source
"Myers, Ramon Hawley, 1929-",NACO Authority File
"Bell, William N. (William Nathaniel), 1817-1887",NACO Authority File
"Whitman, Marcus, 1802-1847",NACO Authority File
"Bagley, Alice Mercer, 1848-1926",Local Sources
"Bagley, S. R. (Susannah Rogers), 1819-1913",Local Sources
"Bancroft, Hubert Howe, 1832-1918",Unspecified Ingested Source
"Blethen, Alden Joseph, 1845-1915",NACO Authority File
"Bonney, W. P. (William Pierce), b. 1856",NACO Authority File
"Drury, Wells, 1851-1932",NACO Authority File
"Eells, Myron, 1843-1907",Unspecified Ingested Source
"Elliott, T. C. (Thompson Coit), 1862-1943",NACO Authority File
"Parker, Frank J.",Unspecified Ingested Source
"Ward, Dillis Burgess, 1838-1922",Unspecified Ingested Source
"Whitworth, George Frederick, 1816-1907",NACO Authority File [SYNC]
"Herring, Frances W.",NACO Authority File
"Guralnick, Michael J.",NACO Authority File
"Langh, Philip A.",Unspecified Ingested Source
"Levy, John Hezekiah",Unspecified Ingested Source
"Russak, Adina",Local Sources [SYNC]
"Silverstone, L. E.",Unspecified Ingested Source
"Cort, John",Local Sources
"Inverarity, Duncan George",Local Sources
"Inverarity, Rosalind",Local Sources
Philadelphia Maritime Museum,NACO Authority File
"Danz, John, d. 1961",NACO Authority File
"Inverarity, Jane",Unspecified Ingested Source
"Marshall, Peggy",Unspecified Ingested Source
"Scott, Douglas W.",NACO Authority File
"Smith, W. C.",Unspecified Ingested Source
"Evans, Daniel J., 1925-",NACO Authority File
"Huelsdonk, John",Unspecified Ingested Source
"Conner, Louisa A.",Unspecified Ingested Source
"Cobb, Genevieve Catherine, 1900-1977",NACO Authority File
"McCracken, Philip",NACO Authority File
"Harrington, John Peabody",Unspecified Ingested Source
"Richardson, A. H.",Unspecified Ingested Source
"Fogarty, John B.",Local Sources
"Fogarty, Mamie Bridget",Unspecified Ingested Source
"Fogarty, Mary Ann",Local Sources
"Fogarty, Mary Perret",Local Sources
"Pendergast, Bridget Fogarty",Local Sources
"Worthington, Philip",NACO Authority File
"York, Annie",Unspecified Ingested Source
"Debs, Eugene V. (Eugene Victor), 1855-1926",NACO Authority File
"Woo, Michael D.",Local Sources
"Sims, Beverly E.",Local Sources
"Auden, W. H. (Wystan Hugh), 1907-1973",NACO Authority File
"Berryman, John, 1914-1972",NACO Authority File
"Bogan, Louise, 1897-1970",NACO Authority File
"Gardner, Isabella",NACO Authority File
"Hamburger, Michael",NACO Authority File
"Hellman, Lillian, 1905-1984",Unspecified Ingested Source
"Levertov, Denise, 1923-1997",NACO Authority File
"Lowell, Robert, 1917-1977",NACO Authority File
"Moore, Marianne, 1887-1972",NACO Authority File
"Ramsey, Paul, 1924-",NACO Authority File
"Seferis, George, 1900-1971",NACO Authority File
"Wilbur, Richard, 1921-",NACO Authority File
"Ayer, Cora Ellis, 1867-1936",Unspecified Ingested Source
"Billington, Ken, 1916-",NACO Authority File
"Lernmark, Ake",NACO Authority File
"Kenney, Lawrence",NACO Authority File
"Cayton, Horace R. (Horace Roscoe), 1903-1970",Unspecified Ingested Source
"Lynn, Isabelle",NACO Authority File
"Spring, Ira",NACO Authority File
"Ward, Mabel V.",Unspecified Ingested Source
"Baldwin, Roger N. (Roger Nash), 1884-1981",NACO Authority File
"Seligman, Otto D., 1890-1966",NACO Authority File
"Willard, Marian, 1904-",NACO Authority File
"Paschall, Patience",Unspecified Ingested Source
"Rose, Wendy",NACO Authority File
"Nelson, Errol Nels",Unspecified Ingested Source
"Grinstein, Mary Anne",Unspecified Ingested Source
"Miller, Thomas W.",Unspecified Ingested Source
"Adams, Sherman, 1899-1986",NACO Authority File
"Wachtin, George",Unspecified Ingested Source
"Casey, Silas, 1807-1882",NACO Authority File [SYNC]
"Maples, Eli B.",NACO Authority File [SYNC]
Patkanim,Local Sources [SYNC]
"Slaughter, William Alloway, 1827-1855",NACO Authority File [SYNC]
"Wool, John Ellis, 1784-1869",NACO Authority File [SYNC]
"Edinger, Vera",Unspecified Ingested Source
"Downing, Joe, 1925-",Unspecified Ingested Source
"Morris, Hilda",Unspecified Ingested Source
"Ritchie, Bill",Unspecified Ingested Source
"Siebner, Herbert, 1925-",NACO Authority File
"Pulsipher, Catherine Savage",Local Sources
"Wilkie, Jim",Unspecified Ingested Source
"Meigs, George A. (George Anson), 1820-1897",NACO Authority File
"Seattle, Chief, 1790-1866",NACO Authority File
"Bloedel, Julius H., 1864-",NACO Authority File [SYNC]
"Bowell, Gary S. J.",Unspecified Ingested Source
"Clyne, J. V.",Unspecified Ingested Source
"MacMillan, H. R. (Harvey Reginald), 1885-1976",NACO Authority File
"Prentice, J. H.",Local Sources
"Smith, Sidney G.",Unspecified Ingested Source
"Wright, Bagley",NACO Authority File
"Witt, Andrew",Unspecified Ingested Source
"Lord, Charles R.",NACO Authority File
"Corey, C. R.",NACO Authority File
"Finland, George",NACO Authority File
"Griggs, Everett G.",Unspecified Ingested Source
"Carr, Luther J.",Local Sources
"Darby, Lolita A.",Local Sources
"Frayn, R. Mort",Unspecified Ingested Source
"Guren, David H.",Unspecified Ingested Source
"Humphrey, Hubert H. (Hubert Horatio), 1911-1978",NACO Authority File
"Jordan, Vernon E. (Vernon Eulion), 1935-",NACO Authority File
"Kouwenhoven, Gerritt W.",Local Sources
"Lantry, David N.",NACO Authority File
"Page, Jerome W.",NACO Authority File
"Petitt, Nan",Local Sources
"Pratt, Edwin T., d. 1969",NACO Authority File
"Ray, Dixy Lee",NACO Authority File
"Ross, Michael K.",Local Sources
"Royer, Charles, 1939-",NACO Authority File
"Sanford, Lawrence E.",Local Sources
"Uhlman, Wesley C. (Wesley Carl), 1935-",NACO Authority File
"Young, Whitney M.",NACO Authority File
"Towner, Elwood A.",NACO Authority File [SYNC]
"Pool, David de Sola, 1885-1970",NACO Authority File
"Jensen, R. Allen, 1935-",NACO Authority File
"Voorhees, John",Unspecified Ingested Source
"Siegel, Eleanor",NACO Authority File
"Hegyvary, Sue T.",NACO Authority File
"Woods, Nancy Fugate",NACO Authority File
"Martin, Clarence D. (Clarence Daniel), 1886-1955",NACO Authority File
"Stimson, Charles Willard",Unspecified Ingested Source
"Kumm, Ward C. (Ward Confarr)",Unspecified Ingested Source
"Kennedy, Edward M. (Edward Moore), 1932-2009",NACO Authority File
"Van Belle, Gerald",Unspecified Ingested Source
"Sherman, John",Unspecified Ingested Source
"Majors, Harry M., 1945-",NACO Authority File [SYNC]
"Morris, Carl, 1911-1993",Unspecified Ingested Source
"Thiry, Paul, 1904-1993",Unspecified Ingested Source
"Tomkins, Margaret, 1916-",NACO Authority File [SYNC]
"Fickeisen, Frank",Local Sources
"Grant, Ulysses S. (Ulysses Simpson), 1822-1885",NACO Authority File
"Cashin, Bonnie",NACO Authority File
"Elwin, Verrier, 1902-1964",NACO Authority File
"Feininger, Julia",NACO Authority File
"Johnson, Gertrude B.",Local Sources
"Kawai, Hiroshi, potter",NACO Authority File
"Newland, Joseph N.",NACO Authority File
"Lister, Ernest, 1870-1919",NACO Authority File
"Bertram, Eugene",Unspecified Ingested Source
"Bertram, John",Unspecified Ingested Source
