id_0,name,collection,note
1920-035,Pacific Northwest Library Association,Pacific Northwest Library Association records,"The Pacific Northwest Library Association (PNLA) was founded in 1909 during a three day conference at the Alaska-Yukon-Pacific Exposition in Seattle. The original members included librarians from Washington and Oregon, as well as the Provincial Librarian of British Columbia, but the membership grew to include librarians from Idaho, Montana and Utah. The PNLA affiliated with the American Library Association (ALA) in 1914. Among the achievements of the PNLA was the creation of the Subscription Books Bulletin in 1917, which eventually merged with another publication to become the ALA's Booklist. Although experiencing restructuring through the years, the PNLA celebrated its centennial in 2009 and remains the only regional library association to incorporate an international border. Â¶ "
00-049,Health Policy Analysis Program (Wash.),Health Policy Analysis Program Records,[Biographical Historical Note Needed]
1844-002,"Hilen, Andrew R., 1913-1982",Andres Hilen papers,"Professor of American Literature, University of Washington.Â¶ Professor Hilen was born in 1913. Collector of Henry Wadsworth Longfellow papers and memorabilia. He edited \""Letters of Henry Wadsworth Longfellow,\"" \""The Diary of Clara Crowninshield,\"" and wrote \""Longfellow and Scandinavia.\"""
1749-001,"Pritchett, Harold, 1904-",Harold Pritchett papers,"Labor organization leader.Â¶ Harold Pritchett was born in England in 1904. He immigrated to Canada, and began working in a Port Moody sawmill at age 15. He was the first president of International Woodworkers of America, 1936-1940. Thereafter, he organized woodworkers in British Columbia and was a member of the British Columbia Federation of Labor."
1907-001,"Hunter, Lila",Lila Hunter oral history interview,"Labor organization leader, teacher.Â¶ Lila Hunter taught in the Seattle Public Schools from 1916-1956. She was vice president, 1928-?, president, 1936-1939, Local 200, American Federation of Teachers; president, of Washington State Federation of Teachers, 1937-1939; regional vice president, American Federation of Teachers, 1938-1946."
1932-001,Louis Straus,Mrs. Louis Strauss papers,[Biographical Historical Note Needed]
1740-017,Alpine Lakes Protection Society (Wash.),Alpine Lakes Protection Society records,"The Alpine Lakes Protection Society of Washington was a citizens' conservation organization. Founded in 1968, it promoted congressional enactment of a national recreation area in the Cascade Mountains of north central Washington. It had chapters in Seattle, Wenatchee, Ellensburg, and briefly in Yakima. Besides seeking statutory protection for the area, the Alpine Lakes Protection Society of Washington worked to forestall extractive uses likely to affect the wilderness quality of the Alpine Lakes region. In June 1976 Congress passed the Alpine Lakes Management Act of 1976, which established the Alpine Lakes Wilderness. "
1920-003,Pacific Northwest Library Association,Pacific Northwest Library Association records,"The Pacific Northwest Library Association (PNLA) was founded in 1909 during a three day conference at the Alaska-Yukon-Pacific Exposition in Seattle. The original members included librarians from Washington and Oregon, as well as the Provincial Librarian of British Columbia, but the membership grew to include librarians from Idaho, Montana and Utah. The PNLA affiliated with the American Library Association (ALA) in 1914. Among the achievements of the PNLA was the creation of the Subscription Books Bulletin in 1917, which eventually merged with another publication to become the ALA's Booklist. Although experiencing restructuring through the years, the PNLA celebrated its centennial in 2009 and remains the only regional library association to incorporate an international border. Â¶ "
00-095,,"Dedication of Mary Gates Hall, 8 May 2000",
0048-002,"Suzzallo, Henry, 1875-1933",Henry Suzzallo papers,"Henry Suzzallo was president of the University of Washington from 1915 to 1926; president of the Carnegie Foundation for the Advancement of Teaching from 1913 to 1933; arbitrator of the National War Labor Policies Board; and chairman of the Washington State Council of Defence from 1917 to1918. He also worked toward the adoption of better living and working conditions for loggers in the lumber industry. He died in 1933. Â¶ Glenn Hughes, who founded the University of Washington (UW) Dramatic Art Department under Henry Suzzallo, described him as \""a brilliant man, small and dynamic--the Napoleon of higher education.\"" The characterization was apt; Suzzallo's career was marked by both tremendous achievement and bitter controversies. He was born in 1875 to Croatian immigrants. Following a sickly childhood, Suzzallo began college at the State Normal School in his home town of San Jose, California, lacking both the money and the grades to attend his first choice, Stanford. After two years he graduated, taking a teaching job in a two-room school in Alviso, California. His degree from the Normal School and money from teaching removed the academic and financial barriers, allowing him to attend Stanford. For the next eighteen years, Suzzallo would shuffle between Stanford and Columbia, first pursuing his education, and later as a faculty member at both institutions. During this time, he managed to win himself an increasingly prestigious reputation. When the UW began searching for a new president in 1914, Suzzallo's name was on the short list of candidates. Â¶ In 1914, the UW was a small frontier college undergoing the first growing pains of becoming a major university. It claimed an enrollment of more than 3,000 students, small by the standards of the major American universities of the time, but still a tremendous increase over previous years. It also suffered from a less-than-robust budget. James R. Angell, the Regents' first choice for president, declined the job, primarily because he considered the UW underfunded. Suzzallo was the Regents' second choice, and he accepted the challenge. Even though money never flowed freely, he did prove remarkably adept at squeezing funding from both private donors and the Legislature. Plans for a magnificent new library, patterned after a medieval cathedral, symbolized his success in expanding the size of the campus and the prestige of the university. (The library would eventually bear his name). During this time, enrollment had burgeoned to over 10,000. Suzzallo further augmented his stature in the state during World War I, when he was president of the Washington Council of Defense, which had primary responsibility for the state's war effort. The \""Napoleon of higher education\"" was not to be spared his Waterloo, however. Â¶ The 1924 election of governor Roland Hartley would shatter the relative calm of Suzzallo's presidency. Hartley won on a platform promising government retrenchment and lower taxes. He also had a record of long-standing antagonism towards the UW, which he saw as a hotbed of socialism. \""Education is a fine thing,\"" he acknowledged, \""but that is not all there is to the game of life.\"" The year of the election, Suzzallo had published his book Our Faith in Education, written primarily to present the case for higher education against those who wanted to limit it in favor of tax reduction. Not surprisingly, Hartley's parsimony quickly conflicted with Suzzallo's educational vision. Suzzallo's high salary--$18,000 a year, larger than any other state official--made him and the University especially vulnerable to attack. Not only did Hartley want to curtail university expenditures, he also proposed overhauling the funding and administration system for the state's colleges and universities. Suzzallo did nothing to hide his strong objections to the governor's agenda. The battle spread to the Legislature and the Board of Regents, both Suzzallo allies. Each camp insisted adamantly, if implausibly, that it represented a political virtue intent on rescuing higher education from the political machinations of its opponents. Â¶ Hartley overcame the obstacle of the recalcitrant Regents by removing members supportive of Suzzallo. The Board, now dominated by Hartley's new appointees, put Suzzallo on indefinite leave-of-absence when he refused to resign. Suzzallo's ouster created a political firestorm, although a petition drive for a gubernatorial recall election, despite early momentum, sputtered, and failed to collect the required number of signatures. Suzzallo was flooded immediately with job offers. He decided to accept election as chairman of the board of the Carnegie Foundation. He remained affiliated with the Carnegie Foundation until complications following a heart attack in Seattle claimed his life on September 25, 1933. Â¶ "
